time,theta1,theta2,lensX,lensY
0.204000,0.004064,2.712724,-1.921059,-1.915311
0.205000,0.004097,2.692157,-1.906539,-1.900746
0.206000,0.004130,2.671527,-1.891975,-1.886134
0.207000,0.004162,2.650832,-1.877365,-1.871478
0.208000,0.004195,2.630074,-1.862710,-1.856777
0.209000,0.004228,2.609253,-1.848011,-1.842031
0.210000,0.004261,2.588370,-1.833267,-1.827241
0.211000,0.004294,2.567425,-1.818480,-1.812408
0.212000,0.004327,2.546419,-1.803650,-1.797531
0.213000,0.004360,2.525352,-1.788776,-1.782611
0.214000,0.004393,2.504224,-1.773860,-1.767648
0.215000,0.004426,2.483037,-1.758902,-1.752643
0.216000,0.004459,2.461790,-1.743901,-1.737596
0.217000,0.004492,2.440485,-1.728859,-1.722507
0.218000,0.004525,2.419121,-1.713776,-1.707377
0.219000,0.004558,2.397699,-1.698652,-1.692206
0.220000,0.004591,2.376220,-1.683487,-1.676995
0.221000,0.004624,2.354684,-1.668282,-1.661744
0.222000,0.004657,2.333092,-1.653038,-1.646452
0.223000,0.004690,2.311444,-1.637754,-1.631122
0.224000,0.004723,2.289741,-1.622431,-1.615752
0.225000,0.004755,2.267983,-1.607069,-1.600344
0.226000,0.004788,2.246171,-1.591669,-1.584897
0.227000,0.004821,2.224305,-1.576231,-1.569412
0.228000,0.004854,2.202386,-1.560755,-1.553890
0.229000,0.004887,2.180415,-1.545242,-1.538330
0.230000,0.004920,2.158391,-1.529692,-1.522734
0.231000,0.004953,2.136316,-1.514106,-1.507101
0.232000,0.004986,2.114190,-1.498483,-1.491432
0.233000,0.005019,2.092013,-1.482825,-1.475728
0.234000,0.005052,2.069786,-1.467132,-1.459988
0.235000,0.005084,2.047510,-1.451403,-1.444213
0.236000,0.005117,2.025184,-1.435640,-1.428403
0.237000,0.005150,2.002811,-1.419843,-1.412559
0.238000,0.005183,1.980389,-1.404011,-1.396682
0.239000,0.005215,1.957920,-1.388147,-1.380771
0.240000,0.005248,1.935405,-1.372249,-1.364827
0.241000,0.005281,1.912843,-1.356318,-1.348850
0.242000,0.005313,1.890235,-1.340355,-1.332841
0.243000,0.005346,1.867582,-1.324360,-1.316800
0.244000,0.005378,1.844885,-1.308334,-1.300728
0.245000,0.005411,1.822143,-1.292276,-1.284624
0.246000,0.005443,1.799358,-1.276187,-1.268490
0.247000,0.005476,1.776530,-1.260068,-1.252325
0.248000,0.005508,1.753660,-1.243919,-1.236130
0.249000,0.005540,1.730747,-1.227740,-1.219906
0.250000,0.005572,1.707793,-1.211532,-1.203652
0.251000,0.005604,1.684799,-1.195296,-1.187370
0.252000,0.005637,1.661764,-1.179030,-1.171059
0.253000,0.005669,1.638689,-1.162737,-1.154720
0.254000,0.005701,1.615575,-1.146415,-1.138353
0.255000,0.005733,1.592423,-1.130067,-1.121959
0.256000,0.005764,1.569232,-1.113691,-1.105539
0.257000,0.005796,1.546004,-1.097289,-1.089092
0.258000,0.005828,1.522739,-1.080860,-1.072618
0.259000,0.005860,1.499438,-1.064406,-1.056119
0.260000,0.005891,1.476101,-1.047927,-1.039595
0.261000,0.005923,1.452728,-1.031422,-1.023046
0.262000,0.005954,1.429321,-1.014893,-1.006473
0.263000,0.005986,1.405880,-0.998340,-0.989875
0.264000,0.006017,1.382405,-0.981763,-0.973253
0.265000,0.006048,1.358897,-0.965162,-0.956609
0.266000,0.006079,1.335357,-0.948538,-0.939941
0.267000,0.006110,1.311784,-0.931892,-0.923251
0.268000,0.006141,1.288180,-0.915224,-0.906539
0.269000,0.006172,1.264546,-0.898533,-0.889805
0.270000,0.006203,1.240881,-0.881822,-0.873049
0.271000,0.006234,1.217187,-0.865089,-0.856273
0.272000,0.006264,1.193463,-0.848335,-0.839477
0.273000,0.006295,1.169711,-0.831562,-0.822660
0.274000,0.006325,1.145931,-0.814768,-0.805823
0.275000,0.006355,1.122124,-0.797955,-0.788967
0.276000,0.006386,1.098290,-0.781123,-0.772093
0.277000,0.006416,1.074429,-0.764273,-0.755200
0.278000,0.006446,1.050543,-0.747404,-0.738288
0.279000,0.006476,1.026632,-0.730517,-0.721359
0.280000,0.006505,1.002696,-0.713613,-0.704413
0.281000,0.006535,0.978737,-0.696692,-0.687450
0.282000,0.006565,0.954753,-0.679755,-0.670471
0.283000,0.006594,0.930747,-0.662801,-0.653475
0.284000,0.006624,0.906719,-0.645831,-0.636464
0.285000,0.006653,0.882669,-0.628846,-0.619437
0.286000,0.006682,0.858598,-0.611846,-0.602396
0.287000,0.006711,0.834507,-0.594831,-0.585340
0.288000,0.006740,0.810396,-0.577802,-0.568270
0.289000,0.006769,0.786265,-0.560759,-0.551187
0.290000,0.006797,0.762115,-0.543703,-0.534091
0.291000,0.006826,0.737947,-0.526634,-0.516981
0.292000,0.006854,0.713762,-0.509552,-0.499859
0.293000,0.006882,0.689560,-0.492459,-0.482726
0.294000,0.006910,0.665341,-0.475353,-0.465580
0.295000,0.006938,0.641106,-0.458236,-0.448424
0.296000,0.006966,0.616855,-0.441109,-0.431257
0.297000,0.006994,0.592591,-0.423970,-0.414079
0.298000,0.007021,0.568311,-0.406822,-0.396892
0.299000,0.007049,0.544019,-0.389664,-0.379695
0.300000,0.007076,0.519713,-0.372496,-0.362489
0.301000,0.007103,0.495395,-0.355320,-0.345274
0.302000,0.007130,0.471065,-0.338135,-0.328051
0.303000,0.007157,0.446724,-0.320942,-0.310821
0.304000,0.007184,0.422372,-0.303742,-0.293582
0.305000,0.007210,0.398010,-0.286534,-0.276337
0.306000,0.007237,0.373638,-0.269319,-0.259085
0.307000,0.007263,0.349258,-0.252098,-0.241827
0.308000,0.007289,0.324869,-0.234871,-0.224563
0.309000,0.007315,0.300473,-0.217639,-0.207294
0.310000,0.007341,0.276069,-0.200401,-0.190020
0.311000,0.007366,0.251659,-0.183158,-0.172741
0.312000,0.007392,0.227242,-0.165911,-0.155458
0.313000,0.007417,0.202821,-0.148660,-0.138171
0.314000,0.007442,0.178394,-0.131406,-0.120881
0.315000,0.007467,0.153963,-0.114148,-0.103588
0.316000,0.007492,0.129529,-0.096888,-0.086293
0.317000,0.007516,0.105091,-0.079625,-0.068996
0.318000,0.007541,0.080651,-0.062361,-0.051697
0.319000,0.007565,0.056209,-0.045095,-0.034396
0.320000,0.007589,0.031765,-0.027828,-0.017095
0.321000,0.007613,0.007321,-0.010560,0.000206
0.322000,0.007636,-0.017123,0.006708,0.017508
0.323000,0.007660,-0.041567,0.023976,0.034809
0.324000,0.007683,-0.066010,0.041243,0.052109
0.325000,0.007706,-0.090452,0.058510,0.069408
0.326000,0.007729,-0.114891,0.075775,0.086705
0.327000,0.007752,-0.139327,0.093038,0.104001
0.328000,0.007775,-0.163760,0.110299,0.121294
0.329000,0.007797,-0.188190,0.127557,0.138583
0.330000,0.007819,-0.212614,0.144812,0.155870
0.331000,0.007841,-0.237034,0.162064,0.173153
0.332000,0.007863,-0.261448,0.179312,0.190431
0.333000,0.007884,-0.285856,0.196555,0.207706
0.334000,0.007906,-0.310257,0.213794,0.224975
0.335000,0.007927,-0.334650,0.231028,0.242239
0.336000,0.007948,-0.359036,0.248257,0.259496
0.337000,0.007969,-0.383413,0.265479,0.276748
0.338000,0.007989,-0.407780,0.282695,0.293993
0.339000,0.008009,-0.432138,0.299904,0.311231
0.340000,0.008030,-0.456486,0.317106,0.328462
0.341000,0.008050,-0.480823,0.334301,0.345685
0.342000,0.008069,-0.505148,0.351488,0.362899
0.343000,0.008089,-0.529461,0.368666,0.380105
0.344000,0.008108,-0.553762,0.385835,0.397302
0.345000,0.008127,-0.578049,0.402996,0.414489
0.346000,0.008146,-0.602322,0.420146,0.431666
0.347000,0.008164,-0.626581,0.437287,0.448833
0.348000,0.008183,-0.650826,0.454417,0.465989
0.349000,0.008201,-0.675054,0.471536,0.483134
0.350000,0.008219,-0.699267,0.488644,0.500268
0.351000,0.008237,-0.723462,0.505741,0.517389
0.352000,0.008254,-0.747641,0.522825,0.534498
0.353000,0.008271,-0.771801,0.539897,0.551594
0.354000,0.008288,-0.795943,0.556956,0.568678
0.355000,0.008305,-0.820066,0.574002,0.585747
0.356000,0.008322,-0.844170,0.591034,0.602802
0.357000,0.008338,-0.868253,0.608052,0.619843
0.358000,0.008354,-0.892316,0.625055,0.636869
0.359000,0.008370,-0.916357,0.642044,0.653880
0.360000,0.008385,-0.940376,0.659017,0.670876
0.361000,0.008401,-0.964373,0.675975,0.687855
0.362000,0.008416,-0.988347,0.692916,0.704817
0.363000,0.008430,-1.012297,0.709841,0.721763
0.364000,0.008445,-1.036223,0.726749,0.738692
0.365000,0.008459,-1.060124,0.743639,0.755603
0.366000,0.008473,-1.084000,0.760512,0.772495
0.367000,0.008487,-1.107850,0.777367,0.789370
0.368000,0.008501,-1.131673,0.794203,0.806225
0.369000,0.008514,-1.155470,0.811020,0.823061
0.370000,0.008527,-1.179239,0.827818,0.839877
0.371000,0.008540,-1.202979,0.844596,0.856673
0.372000,0.008553,-1.226691,0.861354,0.873449
0.373000,0.008565,-1.250374,0.878091,0.890204
0.374000,0.008577,-1.274026,0.894808,0.906937
0.375000,0.008589,-1.297648,0.911503,0.923649
0.376000,0.008600,-1.321240,0.928176,0.940339
0.377000,0.008611,-1.344799,0.944828,0.957006
0.378000,0.008622,-1.368327,0.961456,0.973650
0.379000,0.008633,-1.391821,0.978062,0.990271
0.380000,0.008643,-1.415283,0.994644,1.006868
0.381000,0.008653,-1.438711,1.011203,1.023441
0.382000,0.008663,-1.462104,1.027738,1.039989
0.383000,0.008673,-1.485462,1.044248,1.056513
0.384000,0.008682,-1.508785,1.060733,1.073011
0.385000,0.008691,-1.532072,1.077193,1.089484
0.386000,0.008700,-1.555322,1.093627,1.105931
0.387000,0.008709,-1.578535,1.110035,1.122351
0.388000,0.008717,-1.601710,1.126416,1.138744
0.389000,0.008725,-1.624847,1.142771,1.155110
0.390000,0.008732,-1.647945,1.159099,1.171448
0.391000,0.008740,-1.671004,1.175398,1.187758
0.392000,0.008747,-1.694023,1.191670,1.204040
0.393000,0.008753,-1.717001,1.207913,1.220293
0.394000,0.008760,-1.739938,1.224128,1.236516
0.395000,0.008766,-1.762834,1.240313,1.252710
0.396000,0.008772,-1.785688,1.256469,1.268875
0.397000,0.008778,-1.808498,1.272595,1.285008
0.398000,0.008783,-1.831266,1.288690,1.301111
0.399000,0.008788,-1.853990,1.304755,1.317183
0.400000,0.008793,-1.876669,1.320788,1.333223
0.401000,0.008797,-1.899304,1.336790,1.349231
0.402000,0.008801,-1.921894,1.352761,1.365207
0.403000,0.008805,-1.944437,1.368698,1.381151
0.404000,0.008809,-1.966934,1.384604,1.397061
0.405000,0.008812,-1.989384,1.400476,1.412938
0.406000,0.008815,-2.011786,1.416315,1.428780
0.407000,0.008817,-2.034140,1.432120,1.444589
0.408000,0.008820,-2.056446,1.447890,1.460363
0.409000,0.008822,-2.078702,1.463627,1.476102
0.410000,0.008823,-2.100909,1.479328,1.491806
0.411000,0.008825,-2.123066,1.494994,1.507474
0.412000,0.008826,-2.145172,1.510625,1.523106
0.413000,0.008827,-2.167226,1.526219,1.538702
0.414000,0.008827,-2.189229,1.541777,1.554260
0.415000,0.008827,-2.211179,1.557298,1.569782
0.416000,0.008827,-2.233077,1.572782,1.585266
0.417000,0.008827,-2.254921,1.588229,1.600711
0.418000,0.008826,-2.276711,1.603637,1.616119
0.419000,0.008825,-2.298447,1.619008,1.631488
0.420000,0.008823,-2.320128,1.634340,1.646817
0.421000,0.008821,-2.341754,1.649632,1.662108
0.422000,0.008819,-2.363323,1.664886,1.677358
0.423000,0.008817,-2.384836,1.680099,1.692569
0.424000,0.008814,-2.406293,1.695273,1.707738
0.425000,0.008811,-2.427691,1.710406,1.722867
0.426000,0.008808,-2.449032,1.725499,1.737955
0.427000,0.008804,-2.470314,1.740550,1.753001
0.428000,0.008800,-2.491536,1.755560,1.768005
0.429000,0.008796,-2.512700,1.770527,1.782967
0.430000,0.008791,-2.533803,1.785453,1.797886
0.431000,0.008786,-2.554846,1.800336,1.812762
0.432000,0.008781,-2.575828,1.815176,1.827594
0.433000,0.008775,-2.596748,1.829973,1.842383
0.434000,0.008769,-2.617606,1.844726,1.857128
0.435000,0.008763,-2.638401,1.859435,1.871828
0.436000,0.008756,-2.659134,1.874100,1.886483
0.437000,0.008749,-2.679803,1.888720,1.901093
0.438000,0.008742,-2.700408,1.903295,1.915658
0.439000,0.008735,-2.720948,1.917824,1.930177
0.440000,0.008727,-2.741423,1.932308,1.944649
0.441000,0.008718,-2.761833,1.946746,1.959075
0.442000,0.008710,-2.782177,1.961137,1.973455
0.443000,0.008701,-2.802454,1.975482,1.987786
0.444000,0.008691,-2.822664,1.989779,2.002071
0.445000,0.008682,-2.842807,2.004029,2.016307
0.446000,0.008672,-2.862882,2.018231,2.030495
0.447000,0.008661,-2.882888,2.032385,2.044634
0.448000,0.008651,-2.902826,2.046491,2.058725
0.449000,0.008640,-2.922694,2.060547,2.072766
0.450000,0.008628,-2.942492,2.074555,2.086757
0.451000,0.008617,-2.962220,2.088513,2.100699
0.452000,0.008605,-2.981877,2.102421,2.114590
0.453000,0.008592,-3.001463,2.116279,2.128430
0.454000,0.008579,-3.020977,2.130087,2.142220
0.455000,0.008566,-3.040419,2.143844,2.155958
0.456000,0.008553,-3.059788,2.157549,2.169645
0.457000,0.008539,-3.079084,2.171203,2.183279
0.458000,0.008525,-3.098307,2.184806,2.196862
0.459000,0.008511,-3.117455,2.198356,2.210392
0.460000,0.008496,-3.136529,2.211854,2.223869
0.461000,0.008481,-3.155528,2.225299,2.237292
0.462000,0.008465,-3.174452,2.238691,2.250662
0.463000,0.008449,-3.193300,2.252029,2.263978
0.464000,0.008433,-3.212071,2.265314,2.277240
0.465000,0.008416,-3.230766,2.278545,2.290448
0.466000,0.008400,-3.249383,2.291721,2.303600
0.467000,0.008382,-3.267923,2.304843,2.316697
0.468000,0.008365,-3.286384,2.317910,2.329739
0.469000,0.008347,-3.304767,2.330921,2.342725
0.470000,0.008328,-3.323071,2.343877,2.355655
0.471000,0.008310,-3.341296,2.356777,2.368529
0.472000,0.008291,-3.359441,2.369621,2.381346
0.473000,0.008271,-3.377505,2.382408,2.394106
0.474000,0.008252,-3.395489,2.395139,2.406808
0.475000,0.008231,-3.413392,2.407812,2.419453
0.476000,0.008211,-3.431213,2.420428,2.432040
0.477000,0.008190,-3.448952,2.432986,2.444568
0.478000,0.008169,-3.466608,2.445486,2.457039
0.479000,0.008148,-3.484182,2.457928,2.469450
0.480000,0.008126,-3.501672,2.470311,2.481802
0.481000,0.008103,-3.519079,2.482635,2.494095
0.482000,0.008081,-3.536402,2.494900,2.506328
0.483000,0.008058,-3.553640,2.507105,2.518501
0.484000,0.008035,-3.570793,2.519251,2.530613
0.485000,0.008011,-3.587861,2.531336,2.542665
0.486000,0.007987,-3.604843,2.543361,2.554657
0.487000,0.007963,-3.621739,2.555326,2.566587
0.488000,0.007938,-3.638548,2.567229,2.578455
0.489000,0.007913,-3.655271,2.579072,2.590262
0.490000,0.007887,-3.671906,2.590852,2.602007
0.491000,0.007862,-3.688453,2.602571,2.613689
0.492000,0.007835,-3.704912,2.614228,2.625309
0.493000,0.007809,-3.721283,2.625822,2.636866
0.494000,0.007782,-3.737564,2.637354,2.648360
0.495000,0.007755,-3.753756,2.648823,2.659790
0.496000,0.007727,-3.769859,2.660229,2.671157
0.497000,0.007699,-3.785871,2.671571,2.682460
0.498000,0.007671,-3.801793,2.682850,2.693698
0.499000,0.007642,-3.817625,2.694064,2.704872
0.500000,0.007613,-3.833364,2.705215,2.715981
0.501000,0.007584,-3.849013,2.716300,2.727025
0.502000,0.007554,-3.864569,2.727321,2.738004
0.503000,0.007524,-3.880033,2.738277,2.748918
0.504000,0.007493,-3.895404,2.749168,2.759765
0.505000,0.007463,-3.910682,2.759993,2.770546
0.506000,0.007431,-3.925866,2.770752,2.781261
0.507000,0.007400,-3.940957,2.781445,2.791910
0.508000,0.007368,-3.955954,2.792072,2.802491
0.509000,0.007336,-3.970856,2.802632,2.813006
0.510000,0.007303,-3.985663,2.813125,2.823453
0.511000,0.007270,-4.000374,2.823551,2.833833
0.512000,0.007237,-4.014991,2.833910,2.844144
0.513000,0.007203,-4.029511,2.844201,2.854388
0.514000,0.007169,-4.043935,2.854425,2.864563
0.515000,0.007134,-4.058262,2.864580,2.874669
0.516000,0.007100,-4.072492,2.874667,2.884707
0.517000,0.007064,-4.086625,2.884685,2.894676
0.518000,0.007029,-4.100660,2.894635,2.904575
0.519000,0.006993,-4.114598,2.904515,2.914405
0.520000,0.006957,-4.128437,2.914326,2.924165
0.521000,0.006920,-4.142177,2.924068,2.933855
0.522000,0.006883,-4.155818,2.933740,2.943474
0.523000,0.006846,-4.169360,2.943342,2.953023
